event,id,race,score,time
1,10700,#,#,14212800.0
0,2454,5,1,14212801.0
1,8134,#,#,14299200.0
1,3419,#,#,14299201.0
1,7606,#,#,14385600.0
1,4,#,#,14385601.0
0,11116,0,6,14472000.0
1,10581,#,#,14472001.0
1,8357,#,#,14472002.0
0,7932,0,2,14472003.0
0,7735,2,2,14472004.0
0,6906,3,3,14472005.0
0,4526,2,5,14472006.0
1,4137,#,#,14472007.0
1,3564,#,#,14472008.0
0,2291,2,1,14472009.0
0,2252,5,1,14472010.0
0,1008,2,1,14472011.0
0,548,0,3,14472012.0
1,11346,#,#,14558400.0
1,7459,#,#,14558401.0
0,4991,0,3,14558402.0
1,9210,#,#,14644800.0
0,7953,3,3,14644801.0
0,7139,0,1,14644802.0
1,5592,#,#,14644803.0
0,5508,0,4,14644804.0
1,4643,#,#,14644805.0
0,4468,3,1,14644806.0
1,10157,#,#,14731200.0
0,3274,0,6,14731201.0
0,622,2,6,14731202.0
1,235,#,#,14731203.0
0,6171,0,1,14817600.0
0,4995,2,-1,14817601.0
0,2398,2,1,14817602.0
0,7032,2,2,15076800.0
0,4324,2,5,15076801.0
0,10939,2,1,15163200.0
0,5522,5,6,15163201.0
0,4437,2,1,15163202.0
0,9335,0,2,15249600.0
1,4817,#,#,15249601.0
0,4750,2,4,15249602.0
0,637,2,5,15249603.0
0,4517,0,4,15336000.0
1,3094,#,#,15336001.0
0,6983,0,1,15422400.0
1,6249,#,#,15422401.0
0,3504,0,4,15422402.0
1,6368,#,#,15508800.0
1,2247,#,#,15508801.0
1,5905,#,#,15595200.0
1,5280,#,#,15595201.0
0,7534,2,1,15681600.0
0,3404,0,1,15681601.0
0,10513,2,1,15768000.0
0,9979,2,1,15768001.0
0,7681,5,1,15768002.0
0,1926,2,2,15768003.0
0,1310,2,6,15768004.0
0,11338,2,5,15854400.0
1,5921,#,#,15940800.0
1,4267,#,#,15940801.0
1,8306,#,#,16027200.0
1,7721,#,#,16027201.0
0,5689,2,4,16027202.0
1,4707,#,#,16027203.0
0,4418,2,4,16027204.0
1,3,#,#,16027205.0
1,3899,#,#,16113600.0
1,6573,#,#,16200000.0
1,2772,#,#,16200001.0
0,8394,0,3,16286400.0
1,7481,#,#,16286401.0
0,5049,2,2,16286402.0
1,4991,#,#,16286403.0
1,4705,#,#,16286404.0
0,4011,2,6,16286405.0
0,2879,2,3,16286406.0
1,9307,#,#,16372800.0
0,8082,0,8,16372801.0
0,6483,2,2,16372802.0
0,5260,0,3,16459200.0
1,4431,#,#,16459201.0
0,3207,5,1,16459202.0
0,2935,2,1,16459203.0
1,10283,#,#,16545600.0
0,7819,0,9,16545601.0
0,5369,0,1,16545602.0
0,4195,0,6,16545603.0
0,10761,0,4,16632000.0
0,6982,3,2,16632001.0
0,6886,0,8,16632002.0
0,913,0,8,16632003.0
1,10774,#,#,16718400.0
1,10531,#,#,16804800.0
1,6172,#,#,16804801.0
0,11543,2,1,16891200.0
0,11534,0,1,16891201.0
0,6786,3,3,16891202.0
0,5892,0,5,16891203.0
0,4649,3,5,16891204.0
0,4270,0,4,16891205.0
0,3488,2,1,16891206.0
0,3293,2,3,16891207.0
1,1877,#,#,16977600.0
0,10781,0,1,17064000.0
0,2943,2,1,17064001.0
0,111,0,2,17064002.0
1,9628,#,#,17150400.0
0,8998,2,1,17150401.0
0,7464,0,6,17150402.0
0,5399,2,1,17150403.0
0,4445,0,5,17150404.0
0,2690,2,1,17150405.0
0,1122,0,3,17150406.0
1,5113,#,#,17236800.0
0,993,2,2,17236801.0
1,8105,#,#,17323200.0
1,4563,#,#,17323201.0
1,2141,#,#,17323202.0
1,11116,#,#,17409600.0
1,438,#,#,17409601.0
1,11013,#,#,17496000.0
0,10570,2,3,17496001.0
0,9667,2,4,17496002.0
0,7166,0,5,17496003.0
0,7084,2,5,17496004.0
0,4381,2,1,17496005.0
0,2934,0,3,17496006.0
0,6881,3,1,17582400.0
0,6605,0,8,17582401.0
0,5846,3,2,17582402.0
0,905,3,1,17582403.0
0,4226,2,4,17668800.0
1,9147,#,#,17755200.0
1,8832,#,#,17755201.0
0,5867,5,2,17755202.0
1,9439,#,#,17841600.0
0,9060,2,5,17841601.0
0,8416,0,3,17841602.0
0,5122,0,8,17841603.0
1,2479,#,#,17841604.0
1,2309,#,#,17841605.0
0,1692,2,1,17841606.0
1,10033,#,#,17928000.0
1,9745,#,#,17928001.0
1,9499,#,#,17928002.0
1,6375,#,#,17928003.0
1,6229,#,#,17928004.0
1,1351,#,#,18014400.0
0,11059,2,3,18100800.0
0,9012,2,1,18100801.0
0,8610,2,2,18100802.0
0,8356,2,4,18100803.0
0,5686,2,1,18100804.0
0,4900,5,1,18100805.0
0,4193,3,1,18100806.0
0,2560,2,9,18100807.0
0,2093,2,2,18100808.0
0,1497,2,4,18100809.0
0,189,2,9,18100810.0
1,128,#,#,18100811.0
1,9667,#,#,18187200.0
1,6160,#,#,18187201.0
1,10965,#,#,18360000.0
0,10542,2,7,18360001.0
0,10333,5,1,18360002.0
0,10313,0,10,18360003.0
0,10225,5,2,18360004.0
0,9643,2,1,18360005.0
0,8203,0,9,18360006.0
0,7243,0,3,18360007.0
0,7116,0,8,18360008.0
0,7080,2,1,18360009.0
0,6894,0,5,18360010.0
0,3736,2,2,18360011.0
0,3566,2,9,18360012.0
0,2984,0,3,18360013.0
0,2974,0,5,18360014.0
0,1563,0,1,18360015.0
0,11283,2,5,18446400.0
0,11263,3,2,18446401.0
0,8280,0,6,18446402.0
0,8164,0,3,18446403.0
1,7484,#,#,18446404.0
0,7443,0,2,18446405.0
0,6116,0,6,18446406.0
0,5174,0,2,18446407.0
0,4940,0,10,18446408.0
0,4933,0,8,18446409.0
0,3452,0,1,18446410.0
1,1601,#,#,18446411.0
0,1347,2,3,18446412.0
0,494,3,5,18446413.0
0,399,0,1,18446414.0
0,11387,2,7,18532800.0
0,10530,0,3,18532801.0
1,8196,#,#,18532802.0
0,6946,0,7,18532803.0
0,5551,0,6,18532804.0
0,4168,2,4,18532805.0
0,10685,0,2,18619200.0
0,10277,0,7,18619201.0
0,8905,2,1,18619202.0
0,8212,2,1,18619203.0
1,7762,#,#,18619204.0
0,7679,2,3,18619205.0
0,7304,2,2,18619206.0
0,6715,0,5,18619207.0
0,3991,3,2,18619208.0
0,3168,0,10,18619209.0
0,2473,0,6,18619210.0
0,1165,5,4,18619211.0
0,9980,0,6,18705600.0
0,9953,0,3,18705601.0
0,9092,2,1,18705602.0
0,7355,2,3,18705603.0
0,6081,2,5,18705604.0
0,6006,0,6,18705605.0
0,4811,2,2,18705606.0
0,2979,0,8,18705607.0
0,2931,0,2,18705608.0
0,1007,0,3,18705609.0
0,411,0,3,18705610.0
0,11518,0,9,18792000.0
0,11251,2,6,18792001.0
0,10849,0,7,18792002.0
0,9646,0,9,18792003.0
0,9523,0,5,18792004.0
1,8941,#,#,18792005.0
0,8003,2,1,18792006.0
0,6413,0,4,18792007.0
0,6345,0,3,18792008.0
0,6108,0,5,18792009.0
0,5001,0,2,18792010.0
0,4480,2,9,18792011.0
0,4452,0,9,18792012.0
0,4262,0,4,18792013.0
0,3962,0,5,18792014.0
0,2235,2,7,18792015.0
0,2027,0,7,18792016.0
0,1908,2,10,18792017.0
0,1862,0,2,18792018.0
0,1817,0,4,18792019.0
0,11596,0,7,18878400.0
1,10379,#,#,18878401.0
0,10196,2,9,18878402.0
1,10010,#,#,18878403.0
0,9647,0,10,18878404.0
1,9552,#,#,18878405.0
0,9473,0,7,18878406.0
0,9352,2,10,18878407.0
0,9005,2,5,18878408.0
0,8797,0,5,18878409.0
0,8696,2,2,18878410.0
0,8447,5,9,18878411.0
0,8308,0,7,18878412.0
0,6754,3,4,18878413.0
0,4851,0,6,18878414.0
0,4718,2,1,18878415.0
0,1467,0,7,18878416.0
0,586,0,1,18878417.0
0,390,0,4,18878418.0
1,11706,#,#,18964800.0
0,11588,2,9,18964801.0
0,10962,2,6,18964802.0
0,10019,0,5,18964803.0
1,9566,#,#,18964804.0
1,9370,#,#,18964805.0
0,9032,0,6,18964806.0
0,5505,0,1,18964807.0
0,4704,2,3,18964808.0
0,4252,2,1,18964809.0
0,2354,0,3,18964810.0
1,2057,#,#,18964811.0
0,1092,3,10,18964812.0
0,11502,2,1,19051200.0
0,11303,0,6,19051201.0
0,9125,2,2,19051202.0
0,7745,2,7,19051203.0
0,5974,0,6,19051204.0
0,5157,0,7,19051205.0
0,3046,0,4,19051206.0
0,11395,0,10,19137600.0
0,10930,0,7,19137601.0
0,10306,2,1,19137602.0
0,9606,2,6,19137603.0
0,9292,0,9,19137604.0
0,9115,2,7,19137605.0
0,9079,3,4,19137606.0
0,7180,3,4,19137607.0
0,5978,0,8,19137608.0
0,5363,0,2,19137609.0
0,3272,0,10,19137610.0
0,3050,0,9,19137611.0
1,2283,#,#,19137612.0
0,1602,0,2,19137613.0
0,10390,2,4,19224000.0
0,9608,2,6,19224001.0
0,8391,2,2,19224002.0
0,8048,2,3,19224003.0
0,6884,2,8,19224004.0
0,4982,2,1,19224005.0
0,4735,0,7,19224006.0
1,3181,#,#,19224007.0
0,2361,2,2,19224008.0
0,1894,0,2,19224009.0
0,10628,5,2,19310400.0
0,10580,2,8,19310401.0
0,9920,2,3,19310402.0
0,8741,2,6,19310403.0
1,7788,#,#,19310404.0
0,4360,2,1,19310405.0
0,4068,2,1,19310406.0
0,3078,2,2,19310407.0
0,2968,0,3,19310408.0
0,580,2,7,19310409.0
0,10885,3,3,19396800.0
0,8742,2,2,19396801.0
0,8107,2,1,19396802.0
1,7791,#,#,19396803.0
0,7196,0,2,19396804.0
0,6449,0,5,19396805.0
0,4333,5,1,19396806.0
0,3591,3,3,19396807.0
0,3453,0,3,19396808.0
0,2441,5,2,19396809.0
0,2034,2,2,19396810.0
0,1809,5,4,19396811.0
0,1144,0,5,19396812.0
0,880,3,1,19396813.0
1,11395,#,#,19483200.0
0,9093,0,8,19483201.0
1,7960,#,#,19483202.0
0,4815,0,6,19483203.0
0,3787,0,7,19483204.0
0,3138,0,6,19483205.0
0,2549,0,1,19483206.0
0,2223,5,1,19483207.0
0,2134,0,9,19483208.0
0,1,5,1,19483209.0
0,11315,0,9,19569600.0
0,10837,0,6,19569601.0
0,10835,3,5,19569602.0
0,10133,2,2,19569603.0
0,9889,0,6,19569604.0
0,9563,2,6,19569605.0
0,9556,3,2,19569606.0
0,8968,0,3,19569607.0
0,7597,5,1,19569608.0
0,7445,3,8,19569609.0
0,6412,5,10,19569610.0
0,4769,2,3,19569611.0
0,1255,0,8,19569612.0
0,163,2,1,19569613.0
0,10544,2,1,19656000.0
0,10383,0,9,19656001.0
0,9615,0,7,19656002.0
0,9089,2,2,19656003.0
0,7369,0,6,19656004.0
0,5491,2,4,19656005.0
0,5170,5,2,19656006.0
0,5062,2,6,19656007.0
0,4562,0,5,19656008.0
0,1742,5,4,19656009.0
0,1222,0,10,19656010.0
0,588,0,4,19656011.0
0,457,5,2,19656012.0
0,10210,0,9,19742400.0
0,9690,0,2,19742401.0
0,7898,0,3,19742402.0
0,5458,0,3,19742403.0
0,5273,2,6,19742404.0
0,4731,0,5,19742405.0
0,2546,0,4,19742406.0
0,2532,0,7,19742407.0
0,812,0,2,19742408.0
0,9581,0,3,19828800.0
1,9080,#,#,19828801.0
0,7977,0,9,19828802.0
0,5187,2,2,19828803.0
1,5074,#,#,19828804.0
0,4701,2,10,19828805.0
0,3096,0,1,19828806.0
0,11264,2,2,19915200.0
0,10493,5,1,19915201.0
0,9287,0,7,19915202.0
0,9276,2,1,19915203.0
0,9216,2,1,19915204.0
0,9028,0,1,19915205.0
0,8641,2,1,19915206.0
1,8472,#,#,19915207.0
0,8468,0,1,19915208.0
1,7534,#,#,19915209.0
0,6230,5,1,19915210.0
0,5923,2,2,19915211.0
0,5757,0,2,19915212.0
0,5745,0,3,19915213.0
0,5619,2,10,19915214.0
1,5458,#,#,19915215.0
0,5332,2,3,19915216.0
1,5060,#,#,19915217.0
0,4965,5,1,19915218.0
0,4536,2,1,19915219.0
0,4457,0,4,19915220.0
0,3790,2,3,19915221.0
0,2913,0,10,19915222.0
0,2846,2,1,19915223.0
1,964,#,#,19915224.0
0,649,2,1,19915225.0
0,10417,2,1,20001600.0
0,10270,3,2,20001601.0
1,8504,#,#,20001602.0
0,8008,0,5,20001603.0
0,7612,2,1,20001604.0
0,7555,2,1,20001605.0
0,5837,2,2,20001606.0
0,4765,2,1,20001607.0
0,3528,0,3,20001608.0
0,3093,2,5,20001609.0
0,2438,1,1,20001610.0
1,1908,#,#,20001611.0
0,1233,2,4,20001612.0
0,150,3,1,20001613.0
0,10718,5,3,20088000.0
0,9817,0,5,20088001.0
0,9226,2,1,20088002.0
1,7785,#,#,20088003.0
0,6114,2,5,20088004.0
0,6101,2,2,20088005.0
0,5085,5,10,20088006.0
0,4967,0,6,20088007.0
1,4160,#,#,20088008.0
0,2865,0,4,20088009.0
0,2429,2,3,20088010.0
0,1252,5,1,20088011.0
0,886,2,1,20088012.0
0,297,0,4,20088013.0
0,11678,3,2,20174400.0
0,11101,2,1,20174401.0
0,10850,0,10,20174402.0
1,9385,#,#,20174403.0
0,7562,0,6,20174404.0
0,7347,0,7,20174405.0
0,6778,0,7,20174406.0
0,4914,0,8,20174407.0
0,4801,5,1,20174408.0
0,4199,2,4,20174409.0
0,4183,2,1,20174410.0
0,3375,3,7,20174411.0
0,3371,0,3,20174412.0
0,2856,0,6,20174413.0
0,2116,0,5,20174414.0
0,2037,0,2,20174415.0
0,1384,2,5,20174416.0
0,1043,0,7,20174417.0
0,11390,0,4,20260800.0
1,10795,#,#,20260801.0
0,7330,0,2,20260802.0
0,6281,2,4,20260803.0
0,4737,0,4,20260804.0
0,3788,2,4,20260805.0
0,3773,3,7,20260806.0
0,2237,0,7,20260807.0
0,2168,3,3,20260808.0
0,1736,0,7,20260809.0
1,887,#,#,20260810.0
1,96,#,#,20260811.0
0,60,0,6,20260812.0
1,7373,#,#,20347200.0
0,6301,0,4,20347201.0
0,6106,0,6,20347202.0
1,5917,#,#,20347203.0
0,5789,3,1,20347204.0
0,5697,0,3,20347205.0
0,4941,3,1,20347206.0
1,3812,#,#,20347207.0
0,3284,2,9,20347208.0
0,2310,0,2,20347209.0
0,2143,2,4,20347210.0
0,1181,0,5,20347211.0
0,830,3,6,20347212.0
1,329,#,#,20347213.0
0,56,0,8,20347214.0
1,10885,#,#,20433600.0
0,10595,2,1,20433601.0
0,7131,0,4,20433602.0
0,6296,0,5,20433603.0
0,5515,0,1,20433604.0
0,4663,2,6,20433605.0
0,4479,0,1,20433606.0
1,4262,#,#,20433607.0
0,3935,0,6,20433608.0
0,1461,0,6,20433609.0
1,363,#,#,20433610.0
1,11676,#,#,20520000.0
0,9912,3,6,20520001.0
0,9554,2,2,20520002.0
0,9165,0,9,20520003.0
0,8927,0,8,20520004.0
0,7030,5,1,20520005.0
1,6924,#,#,20520006.0
0,5743,2,1,20520007.0
0,5379,0,8,20520008.0
1,4232,#,#,20520009.0
0,3972,2,7,20520010.0
0,3743,0,4,20520011.0
0,2752,2,5,20520012.0
0,2731,3,4,20520013.0
1,1901,#,#,20520014.0
0,11578,0,1,20606400.0
1,11054,#,#,20606401.0
0,10676,5,4,20606402.0
0,10345,0,1,20606403.0
0,9781,2,9,20606404.0
0,9712,0,4,20606405.0
0,9407,0,7,20606406.0
0,8236,3,1,20606407.0
0,7644,0,8,20606408.0
0,6574,0,2,20606409.0
0,4828,2,6,20606410.0
1,4310,#,#,20606411.0
0,3502,3,1,20606412.0
0,3437,2,6,20606413.0
0,2908,0,5,20606414.0
0,2338,3,1,20606415.0
0,787,3,4,20606416.0
0,84,0,1,20606417.0
0,11492,0,5,20692800.0
0,10399,2,5,20692801.0
1,9935,#,#,20692802.0
0,9372,0,9,20692803.0
1,8447,#,#,20692804.0
0,7670,0,7,20692805.0
0,7281,2,1,20692806.0
0,6955,0,9,20692807.0
0,4239,3,3,20692808.0
0,4109,0,4,20692809.0
0,2501,0,2,20692810.0
0,1878,0,10,20692811.0
0,1329,2,8,20692812.0
0,11468,2,1,20779200.0
0,8780,0,9,20779201.0
0,7400,0,3,20779202.0
1,5611,#,#,20779203.0
0,5411,0,6,20779204.0
0,3494,0,10,20779205.0
1,3398,#,#,20779206.0
0,2962,0,1,20779207.0
0,2571,0,8,20779208.0
0,1471,2,5,20779209.0
0,266,3,1,20779210.0
0,157,2,4,20779211.0
0,10811,2,5,20865600.0
0,10733,0,2,20865601.0
1,9811,#,#,20865602.0
0,9550,0,8,20865603.0
0,9493,0,5,20865604.0
1,8960,#,#,20865605.0
0,7467,5,4,20865606.0
0,6991,0,3,20865607.0
0,5044,0,5,20865608.0
1,2807,#,#,20865609.0
0,2261,0,1,20865610.0
0,9,5,4,20865611.0
1,8611,#,#,20952000.0
1,6941,#,#,21038400.0
1,11315,#,#,21124800.0
0,8462,2,5,21211200.0
1,6574,#,#,21211201.0
0,4495,0,3,21211202.0
0,3206,0,6,21211203.0
0,2638,2,4,21211204.0
1,2027,#,#,21211205.0
0,727,2,1,21211206.0
0,10854,5,2,21297600.0
0,9475,0,1,21297601.0
0,7500,0,3,21297602.0
0,7426,0,6,21297603.0
0,7362,0,9,21297604.0
0,6771,0,7,21297605.0
1,4616,#,#,21297606.0
0,4031,0,1,21297607.0
0,3360,0,7,21297608.0
0,1861,0,8,21297609.0
0,1248,2,2,21297610.0
0,612,0,8,21297611.0
0,10975,0,2,21384000.0
0,10386,2,7,21384001.0
0,8920,0,2,21384002.0
0,8854,0,4,21384003.0
0,8386,0,5,21384004.0
0,7869,0,5,21384005.0
0,7817,3,2,21384006.0
0,7356,4,6,21384007.0
0,5146,2,4,21384008.0
0,4600,0,9,21384009.0
0,4112,0,3,21384010.0
0,3384,2,8,21384011.0
0,3332,0,1,21384012.0
0,3314,2,4,21384013.0
1,2354,#,#,21384014.0
0,998,0,7,21384015.0
0,213,2,3,21384016.0
0,154,2,1,21384017.0
0,11631,5,7,21470400.0
0,10979,0,1,21470401.0
1,10226,#,#,21470402.0
0,9867,0,3,21470403.0
0,9295,3,2,21470404.0
0,9262,0,8,21470405.0
0,7904,0,9,21470406.0
0,7677,2,3,21470407.0
0,6645,0,1,21470408.0
1,6116,#,#,21470409.0
0,5574,0,7,21470410.0
0,2063,3,9,21470411.0
0,1780,0,5,21470412.0
0,1717,0,6,21470413.0
0,1296,2,1,21470414.0
0,745,2,2,21470415.0
0,239,3,4,21470416.0
0,9553,2,2,21556800.0
0,8672,0,5,21556801.0
0,7092,2,1,21556802.0
0,6929,2,3,21556803.0
1,1461,#,#,21556804.0
0,11239,0,7,21643200.0
0,10546,2,6,21643201.0
0,10536,0,9,21643202.0
0,10299,0,5,21643203.0
0,9796,5,2,21643204.0
1,7622,#,#,21643205.0
0,6497,0,8,21643206.0
0,4342,0,8,21643207.0
0,1972,2,2,21643208.0
0,1966,3,5,21643209.0
0,1548,0,9,21643210.0
0,11234,2,8,21729600.0
0,8299,0,4,21729601.0
0,8116,2,4,21729602.0
0,7757,3,1,21729603.0
0,7524,3,2,21729604.0
0,7392,0,3,21729605.0
1,7111,#,#,21729606.0
1,6042,#,#,21729607.0
0,5971,2,2,21729608.0
0,5738,0,3,21729609.0
0,5463,0,4,21729610.0
0,5189,2,4,21729611.0
0,4825,0,3,21729612.0
1,3848,#,#,21729613.0
0,3732,0,1,21729614.0
0,1443,0,5,21729615.0
0,1328,0,2,21729616.0
0,1250,0,8,21729617.0
0,825,2,10,21729618.0
0,552,2,6,21729619.0
0,257,3,3,21729620.0
0,153,0,2,21729621.0
0,10462,2,3,21816000.0
1,9846,#,#,21816001.0
0,9576,5,1,21816002.0
0,8997,0,1,21816003.0
1,7206,#,#,21816004.0
1,7061,#,#,21816005.0
0,6299,0,5,21816006.0
0,6239,0,1,21816007.0
0,5590,2,3,21816008.0
0,4592,0,10,21816009.0
0,3261,2,1,21816010.0
0,2059,3,1,21816011.0
0,1974,0,1,21816012.0
0,1737,0,9,21816013.0
0,11711,0,9,21902400.0
0,11156,0,5,21902401.0
0,10954,2,7,21902402.0
1,9920,#,#,21902403.0
0,9806,5,1,21902404.0
0,9332,0,7,21902405.0
1,8356,#,#,21902406.0
0,7867,0,3,21902407.0
1,7741,#,#,21902408.0
0,7686,5,1,21902409.0
0,7024,2,7,21902410.0
0,6572,2,3,21902411.0
0,6109,2,3,21902412.0
0,5130,0,1,21902413.0
0,701,0,10,21902414.0
0,11278,2,5,21988800.0
0,10972,2,2,21988801.0
0,10256,2,4,21988802.0
0,9743,0,10,21988803.0
0,9344,0,4,21988804.0
0,8768,0,3,21988805.0
1,8630,#,#,21988806.0
0,7705,2,1,21988807.0
0,7388,1,1,21988808.0
0,7246,2,2,21988809.0
0,7245,0,8,21988810.0
0,5386,2,1,21988811.0
0,3824,0,5,21988812.0
0,3678,2,2,21988813.0
1,3023,#,#,21988814.0
1,2934,#,#,21988815.0
0,2583,2,3,21988816.0
1,2390,#,#,21988817.0
0,2363,2,1,21988818.0
0,686,2,1,21988819.0
0,10859,0,8,22075200.0
0,9852,0,10,22075201.0
0,9683,5,1,22075202.0
0,8100,0,3,22075203.0
0,7454,0,2,22075204.0
0,5573,2,7,22075205.0
0,5358,0,3,22075206.0
0,5246,2,1,22075207.0
0,2182,0,6,22075208.0
1,216,#,#,22075209.0
0,10006,2,10,22161600.0
0,9960,0,2,22161601.0
0,9247,0,6,22161602.0
0,9241,2,1,22161603.0
0,6314,2,6,22161604.0
1,4610,#,#,22161605.0
0,3614,0,9,22161606.0
0,3154,5,7,22161607.0
1,2560,#,#,22161608.0
0,10404,3,3,22248000.0
0,9864,0,1,22248001.0
0,8893,0,6,22248002.0
0,8117,2,6,22248003.0
0,7487,2,5,22248004.0
1,4608,#,#,22248005.0
1,3281,#,#,22248006.0
0,2061,0,2,22248007.0
0,639,5,1,22248008.0
0,11083,3,1,22334400.0
0,10880,5,1,22334401.0
0,7706,3,1,22334402.0
0,6748,5,3,22334403.0
0,4921,3,1,22334404.0
0,4425,5,1,22334405.0
0,3460,0,6,22334406.0
0,3053,0,2,22334407.0
0,2880,2,3,22334408.0
0,1971,0,5,22334409.0
0,299,2,1,22334410.0
0,9955,0,1,22420800.0
0,9877,2,5,22420801.0
0,9810,0,9,22420802.0
0,7265,0,6,22420803.0
0,5995,2,6,22420804.0
1,5279,#,#,22420805.0
0,5121,0,2,22420806.0
1,5119,#,#,22420807.0
0,4023,2,1,22420808.0
0,3776,2,1,22420809.0
0,2103,0,4,22420810.0
0,1606,0,8,22420811.0
1,1268,#,#,22420812.0
0,466,0,5,22420813.0
0,254,0,2,22420814.0
0,194,2,3,22420815.0
0,11079,0,8,22507200.0
0,8492,0,10,22507201.0
0,5539,0,8,22507202.0
0,4005,2,2,22507203.0
0,3882,2,3,22507204.0
0,2758,0,2,22507205.0
1,1499,#,#,22507206.0
0,80,0,4,22507207.0
0,11103,2,1,22593600.0
0,11007,0,8,22593601.0
0,10786,2,3,22593602.0
0,10712,0,6,22593603.0
0,10479,3,2,22593604.0
0,10272,0,4,22593605.0
0,8526,0,9,22593606.0
0,7620,0,3,22593607.0
0,7336,2,2,22593608.0
0,6034,2,7,22593609.0
0,4879,0,4,22593610.0
0,1927,0,3,22593611.0
0,8046,0,10,22680000.0
0,6870,2,10,22680001.0
0,6534,0,7,22680002.0
0,6362,3,4,22680003.0
1,5494,#,#,22680004.0
0,5123,0,3,22680005.0
1,5062,#,#,22680006.0
0,3835,2,1,22680007.0
1,2997,#,#,22680008.0
0,2649,2,1,22680009.0
1,2474,#,#,22680010.0
1,2009,#,#,22680011.0
0,1928,3,9,22680012.0
0,1320,5,1,22680013.0
0,9467,0,7,22766400.0
0,8621,0,2,22766401.0
1,7008,#,#,22766402.0
0,5389,0,8,22766403.0
0,3441,2,7,22766404.0
0,3147,0,6,22766405.0
0,2218,0,2,22766406.0
0,2035,0,4,22766407.0
0,1869,2,1,22766408.0
0,1349,3,1,22766409.0
0,1059,0,6,22766410.0
0,11753,5,3,22852800.0
0,10910,3,6,22852801.0
0,10244,5,1,22852802.0
0,8282,3,8,22852803.0
0,7476,0,4,22852804.0
1,2634,#,#,22852805.0
0,2329,0,10,22852806.0
0,1172,0,2,22852807.0
0,10429,5,2,22939200.0
0,10422,2,3,22939201.0
0,9725,5,1,22939202.0
0,9323,2,9,22939203.0
0,6533,3,4,22939204.0
0,6283,5,-1,22939205.0
0,5500,2,4,22939206.0
0,5059,2,7,22939207.0
0,4870,2,2,22939208.0
0,4245,0,3,22939209.0
0,3911,3,6,22939210.0
0,2642,3,9,22939211.0
0,2484,2,1,22939212.0
0,2234,3,1,22939213.0
0,2180,5,2,22939214.0
0,1206,5,1,22939215.0
0,1032,3,9,22939216.0
0,11731,2,1,23025600.0
0,11574,0,8,23025601.0
0,10732,2,3,23025602.0
0,9668,0,2,23025603.0
1,9076,#,#,23025604.0
0,9017,3,8,23025605.0
0,9004,0,2,23025606.0
0,8844,3,7,23025607.0
0,8842,2,3,23025608.0
0,8027,2,1,23025609.0
0,8024,0,5,23025610.0
0,7308,2,1,23025611.0
0,7159,3,2,23025612.0
1,6256,#,#,23025613.0
0,5825,0,9,23025614.0
0,5421,0,5,23025615.0
0,2677,2,5,23025616.0
0,674,0,2,23025617.0
1,11631,#,#,23112000.0
0,10211,0,4,23112001.0
0,9038,0,1,23112002.0
0,6062,2,2,23112003.0
0,5907,0,9,23112004.0
0,5525,2,6,23112005.0
0,4101,0,10,23112006.0
0,2014,2,2,23112007.0
0,1318,0,8,23112008.0
0,1044,0,5,23112009.0
0,11595,2,7,23198400.0
0,11484,3,2,23198401.0
0,11416,5,2,23198402.0
0,11255,0,7,23198403.0
0,11072,2,3,23198404.0
0,11038,0,9,23198405.0
0,10484,2,1,23198406.0
0,9771,0,2,23198407.0
0,9591,0,5,23198408.0
0,8572,0,5,23198409.0
0,8411,0,6,23198410.0
0,8304,2,10,23198411.0
0,8189,2,1,23198412.0
0,7780,0,2,23198413.0
0,7457,0,7,23198414.0
0,5569,5,1,23198415.0
0,3485,0,2,23198416.0
0,2610,0,2,23198417.0
0,246,2,2,23198418.0
1,11678,#,#,23284800.0
0,11619,0,6,23284801.0
0,8818,0,3,23284802.0
0,8706,2,4,23284803.0
0,7880,0,2,23284804.0
0,7811,2,1,23284805.0
0,6286,0,9,23284806.0
0,4329,0,10,23284807.0
0,3465,5,1,23284808.0
1,1894,#,#,23284809.0
0,1624,0,8,23284810.0
0,1024,0,2,23284811.0
0,9187,3,10,23371200.0
0,7758,5,1,23371201.0
0,9592,2,3,23457600.0
0,9261,0,7,23457601.0
0,6649,2,5,23457602.0
0,2498,2,2,23457603.0
1,1862,#,#,23457604.0
0,1082,0,8,23457605.0
0,11524,0,6,23544000.0
0,11418,2,3,23544001.0
0,10791,0,8,23544002.0
0,10065,2,4,23544003.0
0,9081,5,4,23544004.0
0,8634,0,1,23544005.0
0,8629,5,1,23544006.0
0,8191,0,4,23544007.0
0,7972,2,1,23544008.0
0,6303,3,2,23544009.0
0,5969,2,3,23544010.0
0,5628,2,1,23544011.0
0,4627,2,1,23544012.0
0,4466,0,7,23544013.0
0,3380,0,4,23544014.0
1,2927,#,#,23544015.0
0,2480,0,1,23544016.0
1,11038,#,#,23630400.0
0,10982,2,8,23630401.0
1,10733,#,#,23630402.0
0,8353,0,4,23630403.0
1,8256,#,#,23630404.0
0,7100,0,9,23630405.0
1,6900,#,#,23630406.0
0,6641,0,10,23630407.0
0,4560,3,1,23630408.0
0,3255,0,2,23630409.0
0,2897,2,7,23630410.0
0,1698,2,3,23630411.0
0,1520,2,6,23630412.0
0,1002,0,7,23630413.0
0,951,0,1,23630414.0
0,11735,2,1,23716800.0
